[
[,"bb","Address","Princ_L#","Principal File","Init_L#","Initial File","Disassembly", "unhalted_core_cycles", "uops_retired:stall_cycles", "instruction_retired", "uops_retired:any", "load_latency", "mem_uncore_retired:local_dram_and_remote_cache_hit", "mem_uncore_retired:remote_dram", "mem_load_retired:llc_unshared_hit", "dtlb_latency", "dtlb_load_misses:stlb_hit", "dtlb_load_misses:walk_completed", "dtlb_load_misses:walk_cycles", "mem_uncore_retired:other_llc_miss", "mem_uncore_retired:remote_hitm", "mem_uncore_retired:local_hitm", "mem_load_retired:other_core_l2_hit_hitm", "mem_load_retired:l2_hit", "mem_load_retired:hit_lfb", "mem_load_retired:l1d_hit", "instruction_starvation", "l2_rqsts:ifetch_miss", "l2_rqsts:ifetch_hit", "itlb_latency", "itlb_misses:0x10", "itlb_misses:walk_completed", "itlb_misses:walk_cycles", "offcore_requests_outstanding:demand_read_code:c=1", "uops_issued:stall_cycles", "resource_stalls:any", "bandwidth_saturated", "offcore_requests_outstanding:any_read:c=6", "offcore_requests_outstanding:demand_rfo:c=4", "branch_misprediction", "br_misp_retired:all_branches", "baclear:clear", "uops_issued:any", "uops_retired:retire_slots", "uops_issued:any:c=1", "store_resources_saturated", "resource_stalls:store", "offcore_requests_outstanding:demand_rfo:c=1", "instruction_latency", "arith:cycles_div_busy", "arith:div", "exception_handling", "uops_decoded:ms_cycles_active", "port_saturation", "uops_executed:port0", "uops_executed:port1", "uops_executed:port2_core", "uops_executed:port3_core", "uops_executed:port4_core", "uops_executed:port5",],
[,1,0xa0f464,119,"pointer-set.c",119,"pointer-set.c","mov    %rdi,-0x18(%rbp)",  31, 14, 33, 43, 8, 1, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 22, 13, 0, 0, 0, 0, 0, 0, 35, 36, 9, 4, 4, 0, 0, 0, 0, 0, 0, 0, 4, 1, 18, 10, 19, 5,],
[,1,0xa0f468,119,"pointer-set.c",119,"pointer-set.c","mov    %rsi,-0x20(%rbp)",  0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,1,0xa0f46c,119,"pointer-set.c",119,"pointer-set.c","mov    %rdx,-0x28(%rbp)",  0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0,],
[,1,0xa0f470,119,"pointer-set.c",119,"pointer-set.c","mov    %rcx,-0x30(%rbp)",  3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0,],
[,1,0xa0f474,120,"pointer-set.c",120,"pointer-set.c","mov    -0x30(%rbp),%rdx",  28, 13, 34, 39, 12, 1, 1, 2, 4, 6, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 1, 1, 0, 0, 0, 0, 0, 23, 12, 0, 0, 0, 0, 0, 0, 43, 38, 15, 5, 5, 0, 0, 0, 0, 0, 0, 0, 6, 7, 16, 14, 20, 5,],
[,1,0xa0f478,120,"pointer-set.c",120,"pointer-set.c","mov    -0x28(%rbp),%rcx",  2, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0,],
[,1,0xa0f47c,120,"pointer-set.c",120,"pointer-set.c","mov    -0x18(%rbp),%rax",  1, 1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 4, 1, 1,],
[,1,0xa0f480,120,"pointer-set.c",120,"pointer-set.c","mov    %rcx,%rsi",  25, 17, 33, 34, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 1, 2, 0, 0, 0, 0, 0, 0, 27, 12, 0, 0, 0, 0, 0, 0, 28, 33, 8, 4, 4, 0, 0, 0, 0, 0, 0, 0, 4, 5, 19, 12, 17, 5,],
[,1,0xa0f483,120,"pointer-set.c",120,"pointer-set.c","mov    %rax,%rdi",  13, 6, 14, 7, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 0, 0, 0, 5, 2, 0, 0, 0, 0, 0, 0, 13, 14, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 3, 4, 8, 6, 8, 1,],
[,1,0xa0f486,120,"pointer-set.c",120,"pointer-set.c","callq  a0f2e0 ",  10, 7, 17, 12, 7, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 13, 17, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 10, 6, 0, 2,],
[,2,0xa0f48b,120,,,, " Basic Block 2 <0xa0f492>", 30, 30, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 2, 0, 0, 0, 0, 0, 14, 10, 0, 0, 0, 0, 0, 0, 30, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 12, 8, 8, 6,],
[,2,0xa0f48b,120,"pointer-set.c",120,"pointer-set.c","mov    %rax,-0x8(%rbp)",  30, 30, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 2, 0, 0, 0, 0, 0, 14, 10, 0, 0, 0, 0, 0, 0, 28, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 12, 8, 8, 6,],
[,2,0xa0f48f,120,"pointer-set.c",120,"pointer-set.c","jmp    a0f492 ",  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,3,0xa0f491,131,,,, " Basic Block 3 <0xa0f492>", 2, 2, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 3, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 1, 1, 0,],
[,3,0xa0f491,131,"pointer-set.c",131,"pointer-set.c","nop",  2, 2, 5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 3, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 1, 1, 0,],
[,4,0xa0f492,123,,,, " Basic Block 4 <0xa0f4c9><0xa0f4ae>", 399, 409, 188, 84, 16, 0, 0, 0, 16, 16, 1, 5, 0, 0, 0, 0, 0, 0, 42, 29, 7, 33, 0, 0, 0, 0, 2, 316, 238, 0, 0, 0, 4, 0, 7, 260, 73, 62, 3, 3, 0, 0, 0, 0, 1, 1, 0, 46, 84, 293, 92, 116, 45,],
[,4,0xa0f492,123,"pointer-set.c",123,"pointer-set.c","mov    -0x8(%rbp),%rax",  21, 20, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 23, 11, 0, 0, 0, 0, 0, 0, 17, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 26, 6, 8, 4,],
[,4,0xa0f496,123,"pointer-set.c",123,"pointer-set.c","lea    0x0(,%rax,8),%rdx",  68, 68, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 2, 0, 0, 0, 0, 0, 47, 24, 0, 0, 0, 0, 0, 0, 41, 2, 13, 0, 0, 0, 0, 0, 0, 1, 1, 0, 5, 7, 51, 20, 12, 9,],
[,4,0xa0f49d,123,"pointer-set.c",123,"pointer-set.c","null",  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,4,0xa0f49e,123,"pointer-set.c",123,"pointer-set.c","mov    -0x20(%rbp),%rax",  18, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 0, 0, 0, 0, 0, 0, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 1, 3, 3,],
[,4,0xa0f4a2,123,"pointer-set.c",123,"pointer-set.c","add    %rdx,%rax",  0, 4, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 4, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0,],
[,4,0xa0f4a5,123,"pointer-set.c",123,"pointer-set.c","mov    (%rax),%rax",  32, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 19, 6, 0, 0, 0, 0, 0, 0, 23, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 17, 7, 8, 3,],
[,4,0xa0f4a8,123,"pointer-set.c",123,"pointer-set.c","cmp    -0x18(%rbp),%rax",  260, 278, 187, 77, 14, 0, 0, 0, 14, 14, 1, 5, 0, 0, 0, 0, 0, 0, 36, 24, 4, 28, 0, 0, 0, 0, 2, 217, 190, 0, 0, 0, 4, 0, 7, 167, 68, 40, 3, 3, 0, 0, 0, 0, 0, 0, 0, 34, 65, 190, 56, 84, 26,],
[,4,0xa0f4ac,123,"pointer-set.c",123,"pointer-set.c","je     a0f4c9 ",  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,5,0xa0f4ae,123,,,, " Basic Block 5 <0xa0f4cf><0xa0f4c9>", 125, 80, 58, 60, 19, 1, 0, 4, 2, 4, 0, 0, 0, 0, 0, 0, 10, 0, 33, 1, 1, 2, 0, 0, 0, 0, 0, 114, 44, 0, 0, 0, 13, 2, 3, 99, 60, 35, 6, 6, 0, 0, 0, 0, 0, 0, 0, 14, 34, 70, 41, 64, 19,],
[,5,0xa0f4ae,123,"pointer-set.c",123,"pointer-set.c","mov    -0x8(%rbp),%rax",  51, 22, 33, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 33, 18, 0, 0, 0, 0, 0, 1, 52, 39, 19, 4, 4, 0, 0, 0, 0, 0, 0, 0, 6, 17, 31, 19, 26, 3,],
[,5,0xa0f4b2,123,"pointer-set.c",123,"pointer-set.c","lea    0x0(,%rax,8),%rdx",  32, 22, 5, 6, 17, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 47, 12, 0, 0, 0, 12, 2, 0, 19, 5, 6, 2, 2, 0, 0, 0, 0, 0, 0, 0, 4, 8, 16, 15, 16, 6,],
[,5,0xa0f4b9,123,"pointer-set.c",123,"pointer-set.c","null",  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,5,0xa0f4ba,123,"pointer-set.c",123,"pointer-set.c","mov    -0x20(%rbp),%rax",  1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0,],
[,5,0xa0f4be,123,"pointer-set.c",123,"pointer-set.c","add    %rdx,%rax",  10, 9, 10, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 7, 2, 0, 0, 0, 0, 0, 0, 3, 8, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 9, 0, 3, 3,],
[,5,0xa0f4c1,123,"pointer-set.c",123,"pointer-set.c","mov    (%rax),%rax",  9, 4, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 6, 1, 0, 0, 0, 0, 0, 1, 5, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 2, 4, 2,],
[,5,0xa0f4c4,123,"pointer-set.c",123,"pointer-set.c","test   %rax,%rax",  22, 22, 6, 10, 2, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 20, 11, 0, 0, 0, 0, 0, 1, 20, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 13, 5, 14, 5,],
[,5,0xa0f4c7,123,"pointer-set.c",123,"pointer-set.c","jne    a0f4cf ",  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,6,0xa0f4c9,124,,,, " Basic Block 6 <0xdeadbeef001>", 93, 56, 108, 75, 11, 2, 0, 1, 6, 9, 0, 0, 0, 0, 0, 0, 3, 0, 36, 2, 2, 2, 0, 0, 0, 0, 1, 79, 36, 0, 0, 0, 0, 0, 0, 87, 64, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 29, 50, 26, 37, 15,],
[,6,0xa0f4c9,124,"pointer-set.c",124,"pointer-set.c","mov    -0x8(%rbp),%rax",  45, 23, 56, 44, 2, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 22, 1, 0, 2, 0, 0, 0, 0, 0, 32, 19, 0, 0, 0, 0, 0, 0, 42, 41, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17, 27, 13, 15, 6,],
[,6,0xa0f4cd,132,"pointer-set.c",132,"pointer-set.c","leaveq ",  28, 18, 18, 10, 6, 2, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 3, 0, 7, 0, 1, 0, 0, 0, 0, 0, 0, 20, 6, 0, 0, 0, 0, 0, 0, 19, 12, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 11, 7, 10, 8,],
[,6,0xa0f4ce,132,"pointer-set.c",132,"pointer-set.c","retq   ",  20, 15, 34, 21, 2, 0, 0, 0, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 0, 0, 0, 0, 0, 1, 27, 11, 0, 0, 0, 0, 0, 0, 26, 11, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 12, 6, 12, 1,],
[,7,0xa0f4cf,127,,,, " Basic Block 7 <0xa0f491><0xa0f4de>", 34, 25, 22, 17, 9, 2, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 10, 2, 1, 2, 0, 0, 0, 1, 0, 30, 8, 0, 0, 0, 0, 0, 0, 29, 18, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 10, 12, 8, 6,],
[,7,0xa0f4cf,127,"pointer-set.c",127,"pointer-set.c","addq   $0x1,-0x8(%rbp)",  17, 12, 12, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, 1, 1, 0, 0, 0, 1, 0, 15, 5, 0, 0, 0, 0, 0, 0, 16, 10, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 4, 6, 5,],
[,7,0xa0f4d4,128,"pointer-set.c",128,"pointer-set.c","mov    -0x8(%rbp),%rax",  12, 9, 10, 6, 9, 2, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 9, 3, 0, 0, 0, 0, 0, 0, 11, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 6, 2, 1,],
[,7,0xa0f4d8,128,"pointer-set.c",128,"pointer-set.c","cmp    -0x28(%rbp),%rax",  5, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 0, 0,],
[,7,0xa0f4dc,128,"pointer-set.c",128,"pointer-set.c","jne    a0f491 ",  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,8,0xa0f4de,129,,,, " Basic Block 8 <0xa0f491>", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,8,0xa0f4de,129,"pointer-set.c",129,"pointer-set.c","movq   $0x0,-0x8(%rbp)",  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,8,0xa0f4e5,129,"pointer-set.c",129,"pointer-set.c","null",  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,8,0xa0f4e6,131,"pointer-set.c",131,"pointer-set.c","jmp    a0f491 ",  0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,],
[,9,,,,,, "insert_aux", 808, 668, 526, 398, 94, 15, 1, 13, 32, 39, 1, 5, 0, 0, 0, 0, 15, 0, 194, 46, 17, 46, 0, 0, 0, 1, 3, 654, 386, 0, 0, 0, 18, 2, 10, 656, 369, 181, 23, 23, 0, 0, 0, 0, 1, 1, 0, 95, 179, 518, 235, 306, 111,],
]
